energy_efficiency,renewable_ratio,technology_cost,emission_reduction
55.79345297625649,0.9784944646717908,4715.733435553655,0
93.15517129377967,0.5884335564164248,7268.777142438001,0
81.1649063413779,0.5569520916641753,5564.923135102808,1
66.54490124263246,0.6557962798997199,3171.00812598457,0
53.177917514301186,0.49702364777720665,8165.354572207669,0
65.54911608578311,0.03206351709454158,1757.9210866361832,0
66.25916610133736,0.6123112888403968,5724.0125447963555,0
86.4803089169032,0.7161738769564306,2880.0193081906446,1
81.87787356776066,0.41674906062405315,1603.5906568723808,0
94.36063712881634,0.7572955720711929,5526.40543374924,1
73.61074625809746,0.22700129933842061,5496.059403414312,0
55.97971229691508,0.22127659106618403,7362.108115081488,0
85.66223936114974,0.16141698768757395,7702.756237467144,0
88.03925243084487,0.37199475978916186,7550.123398236071,0
78.06385987847482,0.8470120353890835,4686.028596250795,1
88.54835899772806,0.8279120621490643,6685.208085039063,1
74.68977981821953,0.3828242079635038,6192.507183795643,0
76.1366414690997,0.5891187359802366,4794.055805052276,1
71.37705091792748,0.7208163164749156,6374.914247673939,0
51.27095633720476,0.24120677462802298,9525.230890356363,0
55.39457134966522,0.16814108589474708,2736.043693132396,0
51.57145928433671,0.972095993212311,9151.948862069738,0
81.82052056318902,0.6175573132096185,1481.0996258487853,1
65.71779905381634,0.9814157218336639,3775.502916114946,0
75.42853455823514,0.3377559871322291,3593.307237503754,0
95.37832369630465,0.7030316999741315,6637.285970928151,1
62.464611457443745,0.22260363654123771,2181.0245659956126,0
70.51914615178148,0.26120017127391293,8941.128506557783,0
87.77755692715243,0.511902121269624,8456.962676185372,0
61.43990827458112,0.3196181255080712,6868.5923771675,0
53.84899549143965,0.16762156384058446,5125.7244861297795,0
64.4875726456884,0.262880701989326,9396.604379278706,0
58.06106436270022,0.03574839446586464,8476.718992485003,0
96.48488261712865,0.7044236214774866,5493.836332731204,1
90.40601897822086,0.4921166570858616,7316.860190088801,0
81.67018782552117,0.09424306640452562,6102.369569617161,0
93.57302950938589,0.1716939931284912,6291.480145494381,0
90.18360384495573,0.10253453811264401,3978.7846249372415,0
59.32850294430179,0.6125928082758765,5158.76144162407,0
94.62794992449889,0.0942103636124938,1703.0928771076979,0
76.96711209578254,0.7542823330352161,4216.138224981332,1
90.37200775820313,0.020510919320391174,7262.4566382593675,0
94.80456499617466,0.2493757879958921,9578.944274555677,0
65.90017374859319,0.8906666758919072,9667.577014867182,0
55.50259622638384,0.718531318122246,6001.505822124025,0
61.39675812709709,0.07296833292568772,6459.600266286238,0
71.35538943131282,0.8211261044851798,2671.4906695087075,0
90.90073829612466,0.4930351215402048,7257.772972841776,0
93.03652916281717,0.8467830271688292,1635.9291340694763,1
50.34760652655954,0.6007397744503934,3562.171172195001,0
75.53736512887829,0.6818330320328587,7015.27012556898,0
70.87055015743894,0.9935015603957081,3792.7911838914038,0
61.105390523536514,0.23233554592401817,1448.6218670300889,0
55.99326836668414,0.6239455747613883,8486.833684158675,0
66.8807585701814,0.46032139005739836,3792.9700642110674,0
97.14548519562595,0.039451952922691436,1567.9470237281057,0
66.16014660103777,0.014470641502865034,1673.0934805257866,0
75.9395310871683,0.11922857781785867,3265.8291890987825,0
85.15094794475888,0.6490917405385481,2602.1435249937363,1
68.1814801189647,0.5671630879133922,7968.701060021358,0
98.58910413604804,0.5534295611637274,3895.15642000331,1
98.12236474710556,0.031856762528260085,8242.262065358493,0
62.58911479126821,0.46930299636000705,2564.613980408375,0
74.86242529461927,0.9246228178425285,5435.912615896754,0
65.04391549083849,0.3975918693106466,7192.334201978159,0
64.24202471887338,0.6249224697884563,6867.917684792694,0
51.84434736772664,0.7798186756231436,6410.164689372419,0
80.47821669899484,0.7839252791418876,9323.394417380528,0
75.13395116144308,0.5192800823952713,3056.7263293606993,1
52.57393756249947,0.8579519454023363,5443.472840158948,0
63.93232321183057,0.39137809336374696,8955.932950651679,0
95.41329429833269,0.8886932147847983,1701.0438903564134,1
61.978094533348624,0.2402271663955453,1502.9944142776772,0
57.24474360456115,0.28021640699057104,3099.720588024623,0
74.47263801387815,0.0531206241990011,6697.190975842166,0
99.28252270553003,0.7955818365422829,3338.916638048262,1
62.10276357557502,0.4170552362327056,2712.1589542791908,0
83.60677737029393,0.22911661391139904,5129.220838224629,0
88.08098076643589,0.23179027761657967,6522.382618924703,0
61.881877199619986,0.9013999412292332,3237.0193631506636,0
86.41081743059297,0.8339166004610369,3706.2206805136784,1
68.38915663596266,0.5535308853571833,6522.033743303625,0
81.61529152967897,0.6161108004157211,9511.645797905074,0
81.67648553804473,0.474325570550291,7072.675546942794,0
76.78873420373793,0.39166654287880887,8046.13729226104,0
54.51448850272041,0.9154768812183315,4301.290852799219,0
91.7651247794619,0.12561270352030207,3450.2892344601946,0
66.0390032485868,0.41844678971622795,5088.409688823603,0
59.32592551999271,0.34456190798787534,8264.195458405064,0
52.0387570777382,0.49815072025114837,5106.696776115003,0
79.5446471594121,0.45763187454517507,8620.52867910875,0
83.87821809211411,0.5188895316510814,9898.947826256144,0
50.829391446392805,0.1399189772269941,1648.239991573027,0
75.60465291496405,0.5131415015132771,1408.6914047533332,1
61.3247887598969,0.24241881388721087,2346.307326220256,0
82.25863952047249,0.18433134898819126,4459.327081609115,0
58.718321450249576,0.06483421878619122,2179.379882308892,0
84.5468869051233,0.7626525587561409,8835.980298568804,0
69.33676731502686,0.42744192085655996,1208.3162592435742,0
96.83649943683673,0.6266436833117583,3842.1344470224026,1
56.87604720729966,0.7275933433047433,2662.251665447848,0
67.05331755251292,0.6793166653135535,9383.853971417791,0
55.67367606202946,0.4705007190896823,7025.329044010251,0
96.23468091392814,0.3878985289517298,9208.272308062371,0
93.86696766904905,0.3759599096406637,9750.95839279354,0
62.89708138575778,0.6400487969300563,5473.884193096323,0
82.99920230170895,0.4947943549418734,3108.8719724322364,0
90.8611100100608,0.8491322479885106,2743.5590757693035,1
77.76004057997312,0.8747019843267121,3006.2697551725646,1
76.48252891780032,0.17056037800651846,7377.339768598026,0
62.092614545022585,0.13623365154572564,1364.0115531070066,0
54.65513839029496,0.6304009260359995,1462.2496572944337,0
94.86078789766634,0.3012257480622794,6473.28648144835,0
95.02090285816652,0.01857071876509886,6778.514320636659,0
81.65507286366339,0.8886426693629551,6987.36631890214,1
66.95148955243504,0.22690076724380825,4346.924541297321,0
67.46047873063304,0.9292806516858091,8253.503998427379,0
86.29778394351197,0.7174344508782536,5802.621289539558,1
94.85551299762886,0.7626534899114843,1949.1906700847749,1
94.35432121325587,0.20146149579316042,8173.893763606107,0
88.99377729288119,0.23419442561681292,9577.610076434124,0
82.10158230771438,0.5212677538240658,1540.3268170212282,1
54.206998249752445,0.17209985264986216,4522.162048305219,0
58.08143570473069,0.3054316926830323,5387.644403512729,0
94.92770942635397,0.32146247794780447,2318.2368407048525,0
80.3214529829795,0.1596299332527641,8809.380530045895,0
50.45985258083148,0.20518283339516075,3557.346804010396,0
55.073577143301605,0.7885518420082566,8047.076859443441,0
83.1750884554028,0.16719585454726837,7038.950338254845,0
50.253079192310935,0.028457391843922486,6382.412402203211,0
58.04040257087493,0.6293549426289384,2729.2856382689897,0
77.4366894683293,0.97598311939245,2986.3316849581515,1
84.59475988463467,0.3312138146231214,1426.1356427191238,0
82.59806297513003,0.1186557031962523,3166.411868040397,0
61.21346547302799,0.5703873253675308,4108.992485144627,0
85.6089610673768,0.9063542110956462,8498.307734761827,0
61.862454374840006,0.7840617798284788,4297.534000433248,0
66.26998490796339,0.622515868412716,7791.596044890458,0
87.32457025590121,0.3150564966075994,4954.980531659388,0
82.48164495236074,0.54188017327622,8063.814807944996,0
92.4611705247089,0.09124484130425536,9786.44440393336,0
82.88064461501716,0.67894542428067,3158.574022518221,1
78.41543016677358,0.7250960188976509,8761.074507674886,0
54.683738391404624,0.9650316229099188,6596.416776751972,0
68.38579015297168,0.26039735874507164,8355.648354297893,0
63.26011838408627,0.018456419043022643,6864.2731204102465,0
62.19948216895418,0.5456084644271506,4815.5455654673515,0
98.65052773762227,0.7067905043968145,3052.6744549761133,1
69.65488623333802,0.790407475882988,1630.3170279804851,0
94.60232775885567,0.1937389330248106,5819.6652801464525,0
81.55693129986315,0.26175286903702366,9912.93485074179,0
89.74056517708243,0.5125909252672963,7642.376245127856,0
75.1318546552596,0.33060080997000185,3946.1098725911497,0
78.84519423131795,0.860511486587445,8444.843200780617,0
74.6258846909432,0.47376015373872027,7920.856001587659,0
59.76214938990223,0.799578644102003,3534.722140181111,0
86.12260576307526,0.5806197604823538,1128.7674081481123,1
64.03861812204279,0.773090141617112,2063.463746805546,0
51.21579832157269,0.33267298653032384,8895.755712808517,0
82.27361479535838,0.8314166219303112,8529.067317743846,0
58.85553397035245,0.2745723155510216,3656.881007905262,0
97.02292921764572,0.5460988080032908,3566.7588365597835,1
97.69642885012937,0.21400711317387422,8135.78488392224,0
95.74321951102243,0.47552652162619335,9439.637229058799,0
68.50793501277222,0.31817520950870315,8012.2353111784,0
50.77283082644337,0.26670343063721424,6450.208093276854,0
96.41592812938626,0.9669850180280375,3184.042152986241,1
71.40920741586572,0.16007410548673062,5731.731226857346,0
98.33274095218349,0.7873258374573953,3101.6067273393815,1
98.18099885446264,0.9841649594832149,8272.102780870962,0
92.650472773368,0.01990148374007783,4482.649715659636,0
64.72244460347929,0.699027414042095,8503.274952946236,0
69.25488643009626,0.2529118055562871,4434.482961844527,0
92.55683357584284,0.040487824328304445,8417.344646799022,0
65.84610025781389,0.4028895789566308,3999.8603364871774,0
58.474637334304624,0.935217810170875,4961.1943415590285,0
77.84006312291751,0.011765094366997686,6539.395774083918,0
96.80773870803904,0.5878856919297817,1632.5885262692682,1
84.80148983374865,0.5013964785953243,9533.86355633918,0
78.50305850446824,0.8733841643710475,6162.452075114229,1
54.85882468853843,0.08400171452062566,5570.38013221722,0
80.75036133495848,0.6815260298866503,8554.54574007921,0
99.50269250521316,0.6801096984332773,8791.864569071447,0
57.0042007618262,0.6690800168622832,5700.343640761144,0
75.91648261818683,0.942334494935037,9345.360932142736,0
93.86865359639776,0.8230875290068804,1582.6398946883255,1
87.03843088771022,0.04197272624350601,2019.0321302609577,0
84.8507870497634,0.47108285070451317,6371.094070129961,0
85.12420419935546,0.3979530562013335,4186.592756142253,0
67.97455756098776,0.31014722109080206,5178.026495702789,0
64.67959221322467,0.4513367251540973,3952.7129610744987,0
90.46805777392568,0.38419418492597746,4642.527803004421,0
90.50566973395904,0.43233389987866533,8403.817124316694,0
93.35361592900519,0.9792618656086425,6341.285798688742,1
95.66202762782356,0.08863297474958076,9976.100943551484,0
75.56711994304689,0.9222308698387298,8081.912780388667,0
75.07581473435998,0.4802367134710267,3462.99628691644,0
89.91475894833876,0.6237422454995412,3379.106059540266,1
82.49819653888827,0.8301829666176939,4023.0844310530642,1
85.09834386288517,0.36046302914925554,8589.335325829685,0
89.78963347180505,0.4304219080879669,1245.5888558550903,0
94.50026709087831,0.40951848027871396,3071.6315098413197,0
66.89975784257679,0.37473102253575985,9144.265783098403,0
68.7791476319972,0.9255293216468949,6759.067924749268,0
54.69909699204345,0.8289298911930121,3041.623859509508,0
78.9140070498087,0.1089999898629761,2972.304714093223,0
51.797113689837104,0.10812335247709604,8763.562915834875,0
73.27990090662301,0.4278695148529912,9043.817574493418,0
77.13223173537884,0.09865737673280905,3305.1798186590377,0
64.32706260641422,0.6190930952711197,4784.593222688791,0
79.54166302845053,0.1436916072617339,8511.361647654854,0
51.52501249695247,0.5223732639668011,7939.066947488968,0
51.86740943746072,0.007219947003717753,8325.244959094762,0
91.13002803298292,0.3165963484126467,5665.583717091719,0
68.00953207056314,0.6771907236726554,9203.941434746559,0
56.35302563259424,0.48403894022784844,3933.5638955899176,0
76.11216300274022,0.9782694859989881,2410.0492091276624,1
88.49967765493054,0.8741037960662108,7378.590993083783,0
60.791051374842155,0.3590707790431512,5854.189744062068,0
81.14452379095002,0.0454865414722746,8691.27191928533,0
54.2673732496884,0.8456263001150188,1730.4332421224344,0
52.58408605843039,0.9112343103146714,8593.231630942602,0
76.5677315784074,0.8206273934190368,3639.6518788793996,1
77.03175608050532,0.12794994091976486,6893.701004513647,0
81.87149507491033,0.9979151344122877,1361.159101704302,1
86.30456668613309,0.25858422155277383,6486.231666732407,0
98.79260397312673,0.7242049128083701,7455.445202686024,0
75.81501741505977,0.9080348763357216,4318.751930550583,1
66.1478236470623,0.23568711433070944,2938.6963473592623,0
89.75930973843518,0.9082585546770661,5838.676089431905,1
63.54161256310371,0.30948157919486696,8498.717239920818,0
71.9485710352818,0.9764132223840561,3911.926224669857,0
53.922819067113295,0.2812600203804746,3272.223677691516,0
51.267537170772876,0.9534358247578352,3510.417777739189,0
98.13242073389625,0.053544650892674905,9542.18937624998,0
91.79900602561028,0.709272011669813,4233.4922418810365,1
84.7987103046849,0.5321111338370037,1032.4381589945847,1
70.44764722071349,0.47787707712273064,8035.1308716365775,0
58.66471600354229,0.22349431425584,7293.473158018512,0
57.8218521335543,0.705595789776492,2157.11438142672,0
62.512144908229764,0.1908094914463071,9864.138242214212,0
77.46133323530603,0.5528417959847682,6472.560567746001,1
85.72979613500311,0.2532453630402508,5507.015418465413,0
83.00986883588656,0.9556213797813561,4439.97340860602,1
63.99669484729714,0.028631193835652824,9088.054800072741,0
97.7432640331597,0.19972828011123656,3195.6713327670695,0
86.89484583478843,0.24231060638744772,3571.9201019791167,0
77.71770262557004,0.4140678257678164,2101.697260179102,0
80.5860373117176,0.23273024187005353,7832.07186025834,0
70.9800031213895,0.49134909026878526,6359.94352365268,0
62.386549475057876,0.872465523258539,6481.595523290484,0
67.79863393256308,0.7120634214091708,2966.2338791751727,0
87.89230552321845,0.579961980535111,6860.515502143755,1
50.719674431487796,0.08900317798267965,7889.126025221775,0
55.80363202534581,0.6939921083892756,4220.996776531203,0
52.30013210108764,0.16641428431093985,8212.12429565541,0
52.03644011594851,0.786367385961698,4139.115296788188,0
92.77302920055035,0.2500567585101532,7823.246153583589,0
85.18289296900119,0.4170487283209009,1303.5709671194709,0
73.70869145436626,0.3504702023179279,5960.4814132628735,0
54.89170803255007,0.8588139146748568,9725.739045758979,0
74.58079375584163,0.12654445871340814,9831.201406141516,0
73.67358853902829,0.5656448823847886,3535.7732050756654,0
58.66009349550076,0.14206160944306223,4972.591819723199,0
71.69258246189865,0.7047958361321867,1566.8011718796974,0
69.92523671986868,0.9050781277944812,8860.071768441398,0
80.79250490261083,0.4346076538672534,6117.149378261927,0
81.75468254338219,0.4880922602649759,4465.9061104646535,0
52.265200488602225,0.9274228364827622,2014.9350264023776,0
68.73063073132356,0.5209913886493571,9520.905569472003,0
81.29299578571182,0.48759843804956093,5771.971430388943,0
75.15681292900439,0.5783291027043042,3546.351361746135,1
92.82449205941612,0.6892297363629519,4151.936171183585,1
82.93468158094726,0.10688337508703138,3436.274628299329,0
58.14672135407149,0.821110527741516,6416.288279712826,0
53.52843737002149,0.43550502745325925,9369.67218202459,0
82.12096391031578,0.07234850989748554,8710.244229939079,0
51.32556552708109,0.7861826691982131,5143.427878833798,0
79.28877906367316,0.3769499716862721,8438.49426070907,0
97.01151207124788,0.10036749509505394,4807.949331486969,0
78.77370889379395,0.6337790395432505,3270.764266827742,1
69.4084963103261,0.8801313534336417,9850.736037397852,0
82.16441092211767,0.8877535094139863,3734.9881117373966,1
72.91264452457582,0.9576634748089732,3913.5180788821754,0
77.28083946579675,0.867705459766688,9907.2358100787,0
97.07324043882626,0.002140919345475223,2205.347438490894,0
69.30513189003871,0.38024116641339023,7844.805892087255,0
98.05952819119571,0.818542579905503,9422.314826344538,0
95.26753209780318,0.3662530059984742,5606.154948478767,0
59.78955673946482,0.6015485063797061,1022.6958553253803,0
53.46806504375827,0.606316947374532,4375.530497017957,0
55.038900068871335,0.36502530403882305,2004.1209314634439,0
50.91109128257749,0.9044739272812876,4745.688948403262,0
54.72214803779642,0.5032283453861176,8110.240854780563,0
84.15033867081785,0.4647842059375008,4948.403939954204,0
53.55943242301145,0.9975137456618959,4887.326092113302,0
65.94878151468806,0.49350036407261666,6011.10529226962,0
92.24376554847274,0.17839825192858105,6235.215262729122,0
51.163596786791295,0.513069422863438,8706.666779190742,0
90.72342412944678,0.81401673551993,3775.1989530605633,1
64.09273873867,0.7768603268982814,8395.041379312144,0
55.90824138108281,0.788581765108471,6093.403738228425,0
84.83685826820754,0.7080237839979118,3704.7659474543225,1
81.4471423389942,0.2542178290666882,3656.134396054694,0
93.87360067635265,0.8620840858402314,4250.237653951521,1
86.75355219019428,0.8934434653762651,6604.23918357978,1
90.17404651924244,0.19415269661854906,3077.305582239542,0
64.10172862856533,0.13045563655139392,9283.002055050407,0
58.87197718898614,0.975604968589112,6174.213257601104,0
87.53073758204292,0.8683239636503679,9280.141992964062,0
90.3417369633632,0.8932361472099467,1417.6392272123924,1
99.52525710003366,0.8863763846243952,4083.5023341532606,1
70.63088384557133,0.5416868240337284,1205.2689461886077,0
68.60090428963916,0.6464017366657997,3450.266335881728,0
88.82064803709984,0.5453628521336417,8758.058250417293,0
67.0401770126509,0.05120634919032907,1329.4874425798077,0
96.53786628017824,0.7455030853527727,4925.323899241704,1
92.9206375921506,0.5053320333358803,2058.10363425905,1
71.44970136875092,0.6477090747902298,4751.56593334331,0
87.54355338957487,0.5026398049755353,8549.664258379396,0
87.72714370423412,0.49181132232245595,6607.639300622672,0
55.15619344179663,0.17178910947776682,7630.807107982809,0
95.12764533397834,0.27871371514114895,4141.937039046228,0
75.26261862239286,0.1588526919439558,9499.579255091274,0
91.32287330538708,0.19566629562534243,7383.358844015501,0
66.00248005153058,0.9729773804203049,4796.189373560778,0
94.77616142481003,0.15311344577219843,4838.183202043494,0
69.46008393670816,0.26927042430520765,9268.157601489678,0
50.54188257401492,0.590589657738585,6187.642240918526,0
95.26909882096318,0.6101785762366418,7357.412889127375,0
54.56433383930668,0.15397412974382907,4753.317020618537,0
65.96568187952074,0.7937174257852123,3013.234882882427,0
97.50309835254025,0.785202867912825,7512.033627949767,0
97.5303573468778,0.2373177042038911,6470.413949272491,0
78.67189440616431,0.28866630267546045,5512.085923823014,0
81.59186060848997,0.937987865459497,6616.188459950175,1
72.42227609891599,0.8256714459794781,2874.5702745781027,0
64.66053858490322,0.6977970330625238,8145.448358787607,0
66.4332272684958,0.08223322151060053,9533.465245182751,0
83.62592280385192,0.4182640809025757,9019.928297509325,0
87.618726471884,0.559301872076827,3892.9217077631542,1
89.57895218629243,0.18741128798377693,4654.051959538683,0
89.48090713972769,0.4482265821082245,8275.62069817805,0
54.560305152434516,0.60102587748869,6356.054177421434,0
74.72101523512907,0.3273766801153992,5931.2299930898425,0
52.877938000832216,0.7809448189504872,9339.777707801006,0
77.47644411618677,0.8404495816388055,5824.224648793457,1
72.07652506866884,0.32360946943407076,5634.448116285789,0
94.38520913791498,0.8386571544924571,1378.1673213972367,1
67.54575062760394,0.10357656610301502,1624.7526273112387,0
55.853350821380296,0.8377290986226563,1066.7827709258515,0
57.149584102641796,0.1527504316676166,9219.198032052702,0
88.07553158587362,0.08292715250972604,4675.479940159306,0
80.91090316581305,0.6417754044410112,5217.052385200713,1
55.05613380613951,0.4719373657552943,8608.482528332159,0
54.20534030574987,0.9078906004128328,6483.216793382001,0
85.048456572956,0.3631891960908492,6485.51436751523,0
53.638150318209675,0.2871522634376287,3668.809864193312,0
91.09300296451781,0.5007349061441984,8505.175365320672,0
85.31211135782482,0.4559461857686613,2492.469784355444,0
54.06743903209499,0.34442804621718826,1478.3463295565311,0
54.241885704259595,0.6937412986983286,2724.4302176667907,0
99.33197892505876,0.7595618339139083,3409.6349689710823,1
68.71353978780601,0.8529839690301366,3540.7995206878604,0
68.53210735334454,0.9728566047103429,7034.622387568908,0
90.63997836287513,0.26665619213250447,2960.421285957792,0
97.36242886919294,0.7160934824899615,7089.9247404548605,0
99.30005319114355,0.39425823549574524,1820.1895591041975,0
87.66890926294708,0.6770819719511081,2324.822149881181,1
68.81297927654579,0.47598169034922033,5579.393036418955,0
54.17503583493344,0.9937731027679316,9297.062223189783,0
88.85734579637185,0.7289021357907499,8736.108299300025,0
77.92021248679025,0.9524913004343245,9718.780981985228,0
71.21110046234881,0.8349695494811857,6854.311587503538,0
95.3177192547368,0.9029010111633711,7082.333797744828,0
55.559874115307565,0.8144191972146749,6625.206990383428,0
74.63125521454296,0.4591591303759114,6605.370305723775,0
50.567682238370956,0.2517884533468844,2324.0831056082616,0
73.43303209970631,0.3703201754505222,5893.650605475358,0
52.815163784091865,0.020236232639950447,4474.611401065531,0
55.9408958134036,0.5239931674646672,4982.834941995641,0
55.87631233885524,0.5050578002704087,5712.405157533136,0
82.46051510580318,0.5252504648304882,2155.5655462202644,1
87.30224396327117,0.9740312249720638,4235.389604669079,1
79.16843825485799,0.9114540034548393,1571.0460478894322,1
98.10862742372709,0.161712778330108,9817.013173801592,0
68.7435289761852,0.3688825215558892,2066.7522593811354,0
64.28560431409304,0.4239561794632619,3326.7226469045904,0
93.42995640947302,0.36053291785164776,9021.636340330575,0
61.17979192597263,0.7984959636039131,5344.390416152276,0
98.16112697203056,0.5240376698675869,2220.7348136856726,1
50.60772373449082,0.572099816971625,4458.074842354141,0
98.49394133538195,0.8530135589879255,2042.8119477224725,1
52.1579955975288,0.8059281534153586,2801.943973760516,0
94.55715568490356,0.1322115228202997,1468.2686225486052,0
76.385055454315,0.7139145840836343,4944.0474509419,1
99.64823980596502,0.43543612890203554,8259.725095527338,0
53.68982823676994,0.29464890306250047,6273.722608299059,0
77.69271422006604,0.050018820902186345,6457.107749361506,0
98.46512678095495,0.48724956034545097,2805.256270749163,0
76.15489220850745,0.3554366807245314,4095.0445892712983,0
81.46993190676312,0.2515130396764008,8607.178934567488,0
84.78743444923086,0.6946717295969576,1790.705658938631,1
72.72705323838866,0.769485387315587,8721.375883016804,0
81.37790400420317,0.2447895190294248,5353.210236383071,0
79.21571559615501,0.049447436679347256,8534.326881926056,0
95.05790052454944,0.848752700565235,3862.057774549603,1
52.272319017072896,0.009959741204303318,4049.586564247187,0
64.04815947961151,0.937112493921472,7764.443814908285,0
97.52057420382793,0.6276198739827059,8064.965560529981,0
94.51318919454582,0.3218466352013203,3066.8021019113207,0
72.78283763928565,0.2464779095767362,9755.841923397149,0
81.00662989007684,0.009005664264475244,1760.4109382034605,0
63.86905914905663,0.23547141701087715,1616.526667919178,0
59.40605798618807,0.1377283015171411,6359.537937574924,0
73.18492024699911,0.6121662207231456,7504.666909944593,0
67.66761140130264,0.1665455885938013,9647.975163024765,0
79.1828055925436,0.5286298375366193,4644.512027189754,1
53.88673184824924,0.5901164223444708,1227.622680906698,0
98.71974038330833,0.2980416983469145,6426.067055017663,0
99.31053722398013,0.035064949018718705,3607.2641853889468,0
84.90808570098726,0.0372538806141961,4896.52409075862,0
76.80481831720601,0.026347332193917605,5396.225340249417,0
65.47638081431639,0.7391246671365462,1580.6134966423044,0
90.68975098534743,0.31800970481429813,5373.836061076925,0
84.23655862769397,0.7963001859676636,4836.877001238832,1
58.130846967244565,0.43173282384284917,7412.898387579339,0
95.54635922469213,0.45299810082996383,6810.993200911102,0
91.12686214615846,0.5128826025095737,2666.9414633550496,1
97.4899956645962,0.7130314563751039,2855.250263893573,1
86.28597541941801,0.27350286582970706,3259.055608969359,0
80.6707597967895,0.1215873495335269,2610.553962674596,0
70.91215181453094,0.5560573351914615,6914.918797016204,0
96.63642416770065,0.32697762324273927,9949.871612802435,0
